{ l: 0, r: 0, arr: [ 4 ], sum: 4 }
{ l: 4687, r: 5, arr: [], sum: NaN }
{ l: 4688, r: 5, arr: [], sum: NaN }
{ l: 4689, r: 5, arr: [], sum: NaN }
{ l: 4690, r: 5, arr: [], sum: NaN }
{ l: 4691, r: 5, arr: [], sum: NaN }
{ l: 4692, r: 5, arr: [], sum: NaN }
{ l: 4693, r: 5, arr: [], sum: NaN }
{ l: 4694, r: 5, arr: [], sum: NaN }
{ l: 4695, r: 5, arr: [], sum: NaN }
{ l: 4696, r: 5, arr: [], sum: NaN }
{ l: 4697, r: 5, arr: [], sum: NaN }
{ l: 4698, r: 5, arr: [], sum: NaN }
{ l: 4699, r: 5, arr: [], sum: NaN }
{ l: 4700, r: 5, arr: [], sum: NaN }
{ l: 4701, r: 5, arr: [], sum: NaN }
{ l: 4702, r: 5, arr: [], sum: NaN }
{ l: 4703, r: 5, arr: [], sum: NaN }
{ l: 4704, r: 5, arr: [], sum: NaN }
{ l: 4705, r: 5, arr: [], sum: NaN }
{ l: 4706, r: 5, arr: [], sum: NaN }
{ l: 4707, r: 5, arr: [], sum: NaN }
{ l: 4708, r: 5, arr: [], sum: NaN }
{ l: 4709, r: 5, arr: [], sum: NaN }
{ l: 4710, r: 5, arr: [], sum: NaN }
{ l: 4711, r: 5, arr: [], sum: NaN }
{ l: 4712, r: 5, arr: [], sum: NaN }
{ l: 4713, r: 5, arr: [], sum: NaN }
{ l: 4714, r: 5, arr: [], sum: NaN }
{ l: 4715, r: 5, arr: [], sum: NaN }
{ l: 4716, r: 5, arr: [], sum: NaN }
{ l: 4717, r: 5, arr: [], sum: NaN }
{ l: 4718, r: 5, arr: [], sum: NaN }
{ l: 4719, r: 5, arr: [], sum: NaN }
{ l: 4720, r: 5, arr: [], sum: NaN }
{ l: 4721, r: 5, arr: [], sum: NaN }
{ l: 4722, r: 5, arr: [], sum: NaN }
{ l: 4723, r: 5, arr: [], sum: NaN }
{ l: 4724, r: 5, arr: [], sum: NaN }
{ l: 4725, r: 5, arr: [], sum: NaN }
{ l: 4726, r: 5, arr: [], sum: NaN }
{ l: 4727, r: 5, arr: [], sum: NaN }
{ l: 4728, r: 5, arr: [], sum: NaN }
{ l: 4729, r: 5, arr: [], sum: NaN }
{ l: 4730, r: 5, arr: [], sum: NaN }
{ l: 4731, r: 5, arr: [], sum: NaN }
{ l: 4732, r: 5, arr: [], sum: NaN }
{ l: 4733, r: 5, arr: [], sum: NaN }
{ l: 4734, r: 5, arr: [], sum: NaN }
{ l: 4735, r: 5, arr: [], sum: NaN }
{ l: 4736, r: 5, arr: [], sum: NaN }
{ l: 4737, r: 5, arr: [], sum: NaN }
{ l: 4738, r: 5, arr: [], sum: NaN }
{ l: 4739, r: 5, arr: [], sum: NaN }
{ l: 4740, r: 5, arr: [], sum: NaN }
{ l: 4741, r: 5, arr: [], sum: NaN }
{ l: 4742, r: 5, arr: [], sum: NaN }
{ l: 4743, r: 5, arr: [], sum: NaN }
{ l: 4744, r: 5, arr: [], sum: NaN }
{ l: 4745, r: 5, arr: [], sum: NaN }
{ l: 4746, r: 5, arr: [], sum: NaN }
{ l: 4747, r: 5, arr: [], sum: NaN }
{ l: 4748, r: 5, arr: [], sum: NaN }
{ l: 4749, r: 5, arr: [], sum: NaN }
{ l: 4750, r: 5, arr: [], sum: NaN }
{ l: 4751, r: 5, arr: [], sum: NaN }
{ l: 4752, r: 5, arr: [], sum: NaN }
{ l: 4753, r: 5, arr: [], sum: NaN }
{ l: 4754, r: 5, arr: [], sum: NaN }
{ l: 4755, r: 5, arr: [], sum: NaN }
{ l: 4756, r: 5, arr: [], sum: NaN }
{ l: 4757, r: 5, arr: [], sum: NaN }
{ l: 4758, r: 5, arr: [], sum: NaN }
{ l: 4759, r: 5, arr: [], sum: NaN }
{ l: 4760, r: 5, arr: [], sum: NaN }
{ l: 4761, r: 5, arr: [], sum: NaN }
{ l: 4762, r: 5, arr: [], sum: NaN }
{ l: 4763, r: 5, arr: [], sum: NaN }
{ l: 4764, r: 5, arr: [], sum: NaN }
{ l: 4765, r: 5, arr: [], sum: NaN }
{ l: 4766, r: 5, arr: [], sum: NaN }
{ l: 4767, r: 5, arr: [], sum: NaN }
{ l: 4768, r: 5, arr: [], sum: NaN }
{ l: 4769, r: 5, arr: [], sum: NaN }
{ l: 4770, r: 5, arr: [], sum: NaN }
{ l: 4771, r: 5, arr: [], sum: NaN }
{ l: 4772, r: 5, arr: [], sum: NaN }
{ l: 4773, r: 5, arr: [], sum: NaN }
{ l: 4774, r: 5, arr: [], sum: NaN }
{ l: 4775, r: 5, arr: [], sum: NaN }
{ l: 4776, r: 5, arr: [], sum: NaN }
{ l: 4777, r: 5, arr: [], sum: NaN }
{ l: 4778, r: 5, arr: [], sum: NaN }
{ l: 4779, r: 5, arr: [], sum: NaN }
{ l: 4780, r: 5, arr: [], sum: NaN }
{ l: 4781, r: 5, arr: [], sum: NaN }
{ l: 4782, r: 5, arr: [], sum: NaN }
{ l: 4783, r: 5, arr: [], sum: NaN }
{ l: 4784, r: 5, arr: [], sum: NaN }
{ l: 4785, r: 5, arr: [], sum: NaN }
{ l: 4786, r: 5, arr: [], sum: NaN }
{ l: 4787, r: 5, arr: [], sum: NaN }
{ l: 4788, r: 5, arr: [], sum: NaN }
{ l: 4789, r: 5, arr: [], sum: NaN }
{ l: 4790, r: 5, arr: [], sum: NaN }
{ l: 4791, r: 5, arr: [], sum: NaN }
{ l: 4792, r: 5, arr: [], sum: NaN }
{ l: 4793, r: 5, arr: [], sum: NaN }
{ l: 4794, r: 5, arr: [], sum: NaN }
{ l: 4795, r: 5, arr: [], sum: NaN }
{ l: 4796, r: 5, arr: [], sum: NaN }
{ l: 4797, r: 5, arr: [], sum: NaN }
{ l: 4798, r: 5, arr: [], sum: NaN }
{ l: 4799, r: 5, arr: [], sum: NaN }
{ l: 4800, r: 5, arr: [], sum: NaN }
{ l: 4801, r: 5, arr: [], sum: NaN }
{ l: 4802, r: 5, arr: [], sum: NaN }
{ l: 4803, r: 5, arr: [], sum: NaN }
{ l: 4804, r: 5, arr: [], sum: NaN }
{ l: 4805, r: 5, arr: [], sum: NaN }
{ l: 4806, r: 5, arr: [], sum: NaN }
{ l: 4807, r: 5, arr: [], sum: NaN }
{ l: 4808, r: 5, arr: [], sum: NaN }
{ l: 4809, r: 5, arr: [], sum: NaN }
{ l: 4810, r: 5, arr: [], sum: NaN }
{ l: 4811, r: 5, arr: [], sum: NaN }
{ l: 4812, r: 5, arr: [], sum: NaN }
{ l: 4813, r: 5, arr: [], sum: NaN }
{ l: 4814, r: 5, arr: [], sum: NaN }
{ l: 4815, r: 5, arr: [], sum: NaN }
{ l: 4816, r: 5, arr: [], sum: NaN }
{ l: 4817, r: 5, arr: [], sum: NaN }
{ l: 4818, r: 5, arr: [], sum: NaN }
{ l: 4819, r: 5, arr: [], sum: NaN }
{ l: 4820, r: 5, arr: [], sum: NaN }
{ l: 4821, r: 5, arr: [], sum: NaN }
{ l: 4822, r: 5, arr: [], sum: NaN }
{ l: 4823, r: 5, arr: [], sum: NaN }
{ l: 4824, r: 5, arr: [], sum: NaN }
{ l: 4825, r: 5, arr: [], sum: NaN }
{ l: 4826, r: 5, arr: [], sum: NaN }
{ l: 4827, r: 5, arr: [], sum: NaN }
{ l: 4828, r: 5, arr: [], sum: NaN }
{ l: 4829, r: 5, arr: [], sum: NaN }
{ l: 4830, r: 5, arr: [], sum: NaN }
{ l: 4831, r: 5, arr: [], sum: NaN }
{ l: 4832, r: 5, arr: [], sum: NaN }
{ l: 4833, r: 5, arr: [], sum: NaN }
{ l: 4834, r: 5, arr: [], sum: NaN }
{ l: 4835, r: 5, arr: [], sum: NaN }
{ l: 4836, r: 5, arr: [], sum: NaN }
{ l: 4837, r: 5, arr: [], sum: NaN }
{ l: 4838, r: 5, arr: [], sum: NaN }
{ l: 4839, r: 5, arr: [], sum: NaN }
{ l: 4840, r: 5, arr: [], sum: NaN }
{ l: 4841, r: 5, arr: [], sum: NaN }
{ l: 4842, r: 5, arr: [], sum: NaN }
{ l: 4843, r: 5, arr: [], sum: NaN }
{ l: 4844, r: 5, arr: [], sum: NaN }
{ l: 4845, r: 5, arr: [], sum: NaN }
{ l: 4846, r: 5, arr: [], sum: NaN }
{ l: 4847, r: 5, arr: [], sum: NaN }
{ l: 4848, r: 5, arr: [], sum: NaN }
{ l: 4849, r: 5, arr: [], sum: NaN }
{ l: 4850, r: 5, arr: [], sum: NaN }
{ l: 4851, r: 5, arr: [], sum: NaN }
{ l: 4852, r: 5, arr: [], sum: NaN }
{ l: 4853, r: 5, arr: [], sum: NaN }
{ l: 4854, r: 5, arr: [], sum: NaN }
{ l: 4855, r: 5, arr: [], sum: NaN }
{ l: 4856, r: 5, arr: [], sum: NaN }
{ l: 4857, r: 5, arr: [], sum: NaN }
{ l: 4858, r: 5, arr: [], sum: NaN }
{ l: 4859, r: 5, arr: [], sum: NaN }
{ l: 4860, r: 5, arr: [], sum: NaN }
{ l: 4861, r: 5, arr: [], sum: NaN }
{ l: 4862, r: 5, arr: [], sum: NaN }
{ l: 4863, r: 5, arr: [], sum: NaN }
{ l: 4864, r: 5, arr: [], sum: NaN }
{ l: 4865, r: 5, arr: [], sum: NaN }
{ l: 4866, r: 5, arr: [], sum: NaN }
{ l: 4867, r: 5, arr: [], sum: NaN }
{ l: 4868, r: 5, arr: [], sum: NaN }
{ l: 4869, r: 5, arr: [], sum: NaN }
{ l: 4870, r: 5, arr: [], sum: NaN }
{ l: 4871, r: 5, arr: [], sum: NaN }
{ l: 4872, r: 5, arr: [], sum: NaN }
{ l: 4873, r: 5, arr: [], sum: NaN }
{ l: 4874, r: 5, arr: [], sum: NaN }
{ l: 4875, r: 5, arr: [], sum: NaN }
{ l: 4876, r: 5, arr: [], sum: NaN }
{ l: 4877, r: 5, arr: [], sum: NaN }
{ l: 4878, r: 5, arr: [], sum: NaN }
{ l: 4879, r: 5, arr: [], sum: NaN }
{ l: 4880, r: 5, arr: [], sum: NaN }
{ l: 4881, r: 5, arr: [], sum: NaN }
{ l: 4882, r: 5, arr: [], sum: NaN }
{ l: 4883, r: 5, arr: [], sum: NaN }
{ l: 4884, r: 5, arr: [], sum: NaN }
{ l: 4885, r: 5, arr: [], sum: NaN }
{ l: 4886, r: 5, arr: [], sum: NaN }
{ l: 4887, r: 5, arr: [], sum: NaN }
{ l: 4888, r: 5, arr: [], sum: NaN }
{ l: 4889, r: 5, arr: [], sum: NaN }
{ l: 4890, r: 5, arr: [], sum: NaN }
{ l: 4891, r: 5, arr: [], sum: NaN }
{ l: 4892, r: 5, arr: [], sum: NaN }
{ l: 4893, r: 5, arr: [], sum: NaN }
{ l: 4894, r: 5, arr: [], sum: NaN }
{ l: 4895, r: 5, arr: [], sum: NaN }
{ l: 4896, r: 5, arr: [], sum: NaN }
{ l: 4897, r: 5, arr: [], sum: NaN }
{ l: 4898, r: 5, arr: [], sum: NaN }
{ l: 4899, r: 5, arr: [], sum: NaN }
{ l: 4900, r: 5, arr: [], sum: NaN }
{ l: 4901, r: 5, arr: [], sum: NaN }
{ l: 4902, r: 5, arr: [], sum: NaN }
{ l: 4903, r: 5, arr: [], sum: NaN }
{ l: 4904, r: 5, arr: [], sum: NaN }
{ l: 4905, r: 5, arr: [], sum: NaN }
{ l: 4906, r: 5, arr: [], sum: NaN }
{ l: 4907, r: 5, arr: [], sum: NaN }
{ l: 4908, r: 5, arr: [], sum: NaN }
{ l: 4909, r: 5, arr: [], sum: NaN }
{ l: 4910, r: 5, arr: [], sum: NaN }
{ l: 4911, r: 5, arr: [], sum: NaN }
{ l: 4912, r: 5, arr: [], sum: NaN }
{ l: 4913, r: 5, arr: [], sum: NaN }
{ l: 4914, r: 5, arr: [], sum: NaN }
{ l: 4915, r: 5, arr: [], sum: NaN }
{ l: 4916, r: 5, arr: [], sum: NaN }
{ l: 4917, r: 5, arr: [], sum: NaN }
{ l: 4918, r: 5, arr: [], sum: NaN }
{ l: 4919, r: 5, arr: [], sum: NaN }
{ l: 4920, r: 5, arr: [], sum: NaN }
{ l: 4921, r: 5, arr: [], sum: NaN }
{ l: 4922, r: 5, arr: [], sum: NaN }
{ l: 4923, r: 5, arr: [], sum: NaN }
{ l: 4924, r: 5, arr: [], sum: NaN }
{ l: 4925, r: 5, arr: [], sum: NaN }
{ l: 4926, r: 5, arr: [], sum: NaN }
{ l: 4927, r: 5, arr: [], sum: NaN }
{ l: 4928, r: 5, arr: [], sum: NaN }
{ l: 4929, r: 5, arr: [], sum: NaN }
{ l: 4930, r: 5, arr: [], sum: NaN }
{ l: 4931, r: 5, arr: [], sum: NaN }
{ l: 4932, r: 5, arr: [], sum: NaN }
{ l: 4933, r: 5, arr: [], sum: NaN }
{ l: 4934, r: 5, arr: [], sum: NaN }
{ l: 4935, r: 5, arr: [], sum: NaN }
{ l: 4936, r: 5, arr: [], sum: NaN }
{ l: 4937, r: 5, arr: [], sum: NaN }
{ l: 4938, r: 5, arr: [], sum: NaN }
{ l: 4939, r: 5, arr: [], sum: NaN }
{ l: 4940, r: 5, arr: [], sum: NaN }
{ l: 4941, r: 5, arr: [], sum: NaN }
{ l: 4942, r: 5, arr: [], sum: NaN }
{ l: 4943, r: 5, arr: [], sum: NaN }
{ l: 4944, r: 5, arr: [], sum: NaN }
{ l: 4945, r: 5, arr: [], sum: NaN }
{ l: 4946, r: 5, arr: [], sum: NaN }
{ l: 4947, r: 5, arr: [], sum: NaN }
{ l: 4948, r: 5, arr: [], sum: NaN }
{ l: 4949, r: 5, arr: [], sum: NaN }
{ l: 4950, r: 5, arr: [], sum: NaN }
{ l: 4951, r: 5, arr: [], sum: NaN }
{ l: 4952, r: 5, arr: [], sum: NaN }
{ l: 4953, r: 5, arr: [], sum: NaN }
{ l: 4954, r: 5, arr: [], sum: NaN }
{ l: 4955, r: 5, arr: [], sum: NaN }
{ l: 4956, r: 5, arr: [], sum: NaN }
{ l: 4957, r: 5, arr: [], sum: NaN }
{ l: 4958, r: 5, arr: [], sum: NaN }
{ l: 4959, r: 5, arr: [], sum: NaN }
{ l: 4960, r: 5, arr: [], sum: NaN }
{ l: 4961, r: 5, arr: [], sum: NaN }
{ l: 4962, r: 5, arr: [], sum: NaN }
{ l: 4963, r: 5, arr: [], sum: NaN }
{ l: 4964, r: 5, arr: [], sum: NaN }
{ l: 4965, r: 5, arr: [], sum: NaN }
{ l: 4966, r: 5, arr: [], sum: NaN }
{ l: 4967, r: 5, arr: [], sum: NaN }
{ l: 4968, r: 5, arr: [], sum: NaN }
{ l: 4969, r: 5, arr: [], sum: NaN }
{ l: 4970, r: 5, arr: [], sum: NaN }
{ l: 4971, r: 5, arr: [], sum: NaN }
{ l: 4972, r: 5, arr: [], sum: NaN }
{ l: 4973, r: 5, arr: [], sum: NaN }
{ l: 4974, r: 5, arr: [], sum: NaN }
{ l: 4975, r: 5, arr: [], sum: NaN }
{ l: 4976, r: 5, arr: [], sum: NaN }
{ l: 4977, r: 5, arr: [], sum: NaN }
{ l: 4978, r: 5, arr: [], sum: NaN }
{ l: 4979, r: 5, arr: [], sum: NaN }
{ l: 4980, r: 5, arr: [], sum: NaN }
{ l: 4981, r: 5, arr: [], sum: NaN }
{ l: 4982, r: 5, arr: [], sum: NaN }
{ l: 4983, r: 5, arr: [], sum: NaN }
{ l: 4984, r: 5, arr: [], sum: NaN }
{ l: 4985, r: 5, arr: [], sum: NaN }
{ l: 4986, r: 5, arr: [], sum: NaN }
{ l: 4987, r: 5, arr: [], sum: NaN }
{ l: 4988, r: 5, arr: [], sum: NaN }
{ l: 4989, r: 5, arr: [], sum: NaN }
{ l: 4990, r: 5, arr: [], sum: NaN }
{ l: 4991, r: 5, arr: [], sum: NaN }
{ l: 4992, r: 5, arr: [], sum: NaN }
{ l: 4993, r: 5, arr: [], sum: NaN }
{ l: 4994, r: 5, arr: [], sum: NaN }
{ l: 4995, r: 5, arr: [], sum: NaN }
{ l: 4996, r: 5, arr: [], sum: NaN }
{ l: 4997, r: 5, arr: [], sum: NaN }
{ l: 4998, r: 5, arr: [], sum: NaN }
{ l: 4999, r: 5, arr: [], sum: NaN }
{ l: 5000, r: 5, arr: [], sum: NaN }
{ l: 5001, r: 5, arr: [], sum: NaN }
{ l: 5002, r: 5, arr: [], sum: NaN }
{ l: 5003, r: 5, arr: [], sum: NaN }
{ l: 5004, r: 5, arr: [], sum: NaN }
{ l: 5005, r: 5, arr: [], sum: NaN }
{ l: 5006, r: 5, arr: [], sum: NaN }
{ l: 5007, r: 5, arr: [], sum: NaN }
{ l: 5008, r: 5, arr: [], sum: NaN }
{ l: 5009, r: 5, arr: [], sum: NaN }
{ l: 5010, r: 5, arr: [], sum: NaN }
{ l: 5011, r: 5, arr: [], sum: NaN }
{ l: 5012, r: 5, arr: [], sum: NaN }
{ l: 5013, r: 5, arr: [], sum: NaN }
{ l: 5014, r: 5, arr: [], sum: NaN }
{ l: 5015, r: 5, arr: [], sum: NaN }
{ l: 5016, r: 5, arr: [], sum: NaN }
{ l: 5017, r: 5, arr: [], sum: NaN }
{ l: 5018, r: 5, arr: [], sum: NaN }
{ l: 5019, r: 5, arr: [], sum: NaN }
{ l: 5020, r: 5, arr: [], sum: NaN }
{ l: 5021, r: 5, arr: [], sum: NaN }
{ l: 5022, r: 5, arr: [], sum: NaN }
{ l: 5023, r: 5, arr: [], sum: NaN }
{ l: 5024, r: 5, arr: [], sum: NaN }
{ l: 5025, r: 5, arr: [], sum: NaN }
{ l: 5026, r: 5, arr: [], sum: NaN }
{ l: 5027, r: 5, arr: [], sum: NaN }
{ l: 5028, r: 5, arr: [], sum: NaN }
{ l: 5029, r: 5, arr: [], sum: NaN }
{ l: 5030, r: 5, arr: [], sum: NaN }
{ l: 5031, r: 5, arr: [], sum: NaN }
{ l: 5032, r: 5, arr: [], sum: NaN }
{ l: 5033, r: 5, arr: [], sum: NaN }
{ l: 5034, r: 5, arr: [], sum: NaN }
{ l: 5035, r: 5, arr: [], sum: NaN }
{ l: 5036, r: 5, arr: [], sum: NaN }
{ l: 5037, r: 5, arr: [], sum: NaN }
{ l: 5038, r: 5, arr: [], sum: NaN }
{ l: 5039, r: 5, arr: [], sum: NaN }
{ l: 5040, r: 5, arr: [], sum: NaN }
{ l: 5041, r: 5, arr: [], sum: NaN }
{ l: 5042, r: 5, arr: [], sum: NaN }
{ l: 5043, r: 5, arr: [], sum: NaN }
{ l: 5044, r: 5, arr: [], sum: NaN }
{ l: 5045, r: 5, arr: [], sum: NaN }
{ l: 5046, r: 5, arr: [], sum: NaN }
{ l: 5047, r: 5, arr: [], sum: NaN }
{ l: 5048, r: 5, arr: [], sum: NaN }
{ l: 5049, r: 5, arr: [], sum: NaN }
{ l: 5050, r: 5, arr: [], sum: NaN }
{ l: 5051, r: 5, arr: [], sum: NaN }
{ l: 5052, r: 5, arr: [], sum: NaN }
{ l: 5053, r: 5, arr: [], sum: NaN }
{ l: 5054, r: 5, arr: [], sum: NaN }
{ l: 5055, r: 5, arr: [], sum: NaN }
{ l: 5056, r: 5, arr: [], sum: NaN }
{ l: 5057, r: 5, arr: [], sum: NaN }
{ l: 5058, r: 5, arr: [], sum: NaN }
{ l: 5059, r: 5, arr: [], sum: NaN }
{ l: 5060, r: 5, arr: [], sum: NaN }
{ l: 5061, r: 5, arr: [], sum: NaN }
{ l: 5062, r: 5, arr: [], sum: NaN }
{ l: 5063, r: 5, arr: [], sum: NaN }
{ l: 5064, r: 5, arr: [], sum: NaN }
{ l: 5065, r: 5, arr: [], sum: NaN }
{ l: 5066, r: 5, arr: [], sum: NaN }
{ l: 5067, r: 5, arr: [], sum: NaN }
{ l: 5068, r: 5, arr: [], sum: NaN }
{ l: 5069, r: 5, arr: [], sum: NaN }
{ l: 5070, r: 5, arr: [], sum: NaN }
{ l: 5071, r: 5, arr: [], sum: NaN }
{ l: 5072, r: 5, arr: [], sum: NaN }
{ l: 5073, r: 5, arr: [], sum: NaN }
{ l: 5074, r: 5, arr: [], sum: NaN }
{ l: 5075, r: 5, arr: [], sum: NaN }
{ l: 5076, r: 5, arr: [], sum: NaN }
{ l: 5077, r: 5, arr: [], sum: NaN }
{ l: 5078, r: 5, arr: [], sum: NaN }
{ l: 5079, r: 5, arr: [], sum: NaN }
{ l: 5080, r: 5, arr: [], sum: NaN }
{ l: 5081, r: 5, arr: [], sum: NaN }
{ l: 5082, r: 5, arr: [], sum: NaN }
{ l: 5083, r: 5, arr: [], sum: NaN }
{ l: 5084, r: 5, arr: [], sum: NaN }
{ l: 5085, r: 5, arr: [], sum: NaN }
{ l: 5086, r: 5, arr: [], sum: NaN }
{ l: 5087, r: 5, arr: [], sum: NaN }
{ l: 5088, r: 5, arr: [], sum: NaN }
{ l: 5089, r: 5, arr: [], sum: NaN }
{ l: 5090, r: 5, arr: [], sum: NaN }
{ l: 5091, r: 5, arr: [], sum: NaN }
{ l: 5092, r: 5, arr: [], sum: NaN }
{ l: 5093, r: 5, arr: [], sum: NaN }
{ l: 5094, r: 5, arr: [], sum: NaN }
{ l: 5095, r: 5, arr: [], sum: NaN }
{ l: 5096, r: 5, arr: [], sum: NaN }
{ l: 5097, r: 5, arr: [], sum: NaN }
{ l: 5098, r: 5, arr: [], sum: NaN }
{ l: 5099, r: 5, arr: [], sum: NaN }
{ l: 5100, r: 5, arr: [], sum: NaN }
{ l: 5101, r: 5, arr: [], sum: NaN }
{ l: 5102, r: 5, arr: [], sum: NaN }
{ l: 5103, r: 5, arr: [], sum: NaN }
{ l: 5104, r: 5, arr: [], sum: NaN }
{ l: 5105, r: 5, arr: [], sum: NaN }
{ l: 5106, r: 5, arr: [], sum: NaN }
{ l: 5107, r: 5, arr: [], sum: NaN }
{ l: 5108, r: 5, arr: [], sum: NaN }
{ l: 5109, r: 5, arr: [], sum: NaN }
{ l: 5110, r: 5, arr: [], sum: NaN }
{ l: 5111, r: 5, arr: [], sum: NaN }
{ l: 5112, r: 5, arr: [], sum: NaN }
{ l: 5113, r: 5, arr: [], sum: NaN }
{ l: 5114, r: 5, arr: [], sum: NaN }
{ l: 5115, r: 5, arr: [], sum: NaN }
{ l: 5116, r: 5, arr: [], sum: NaN }
{ l: 5117, r: 5, arr: [], sum: NaN }
{ l: 5118, r: 5, arr: [], sum: NaN }
{ l: 5119, r: 5, arr: [], sum: NaN }
{ l: 5120, r: 5, arr: [], sum: NaN }
{ l: 5121, r: 5, arr: [], sum: NaN }
{ l: 5122, r: 5, arr: [], sum: NaN }
{ l: 5123, r: 5, arr: [], sum: NaN }
{ l: 5124, r: 5, arr: [], sum: NaN }
{ l: 5125, r: 5, arr: [], sum: NaN }
{ l: 5126, r: 5, arr: [], sum: NaN }
{ l: 5127, r: 5, arr: [], sum: NaN }
{ l: 5128, r: 5, arr: [], sum: NaN }
{ l: 5129, r: 5, arr: [], sum: NaN }
{ l: 5130, r: 5, arr: [], sum: NaN }
{ l: 5131, r: 5, arr: [], sum: NaN }
{ l: 5132, r: 5, arr: [], sum: NaN }
{ l: 5133, r: 5, arr: [], sum: NaN }
{ l: 5134, r: 5, arr: [], sum: NaN }
{ l: 5135, r: 5, arr: [], sum: NaN }
{ l: 5136, r: 5, arr: [], sum: NaN }
{ l: 5137, r: 5, arr: [], sum: NaN }
{ l: 5138, r: 5, arr: [], sum: NaN }
{ l: 5139, r: 5, arr: [], sum: NaN }
{ l: 5140, r: 5, arr: [], sum: NaN }
{ l: 5141, r: 5, arr: [], sum: NaN }
{ l: 5142, r: 5, arr: [], sum: NaN }
{ l: 5143, r: 5, arr: [], sum: NaN }
{ l: 5144, r: 5, arr: [], sum: NaN }
{ l: 5145, r: 5, arr: [], sum: NaN }
{ l: 5146, r: 5, arr: [], sum: NaN }
{ l: 5147, r: 5, arr: [], sum: NaN }
{ l: 5148, r: 5, arr: [], sum: NaN }
{ l: 5149, r: 5, arr: [], sum: NaN }
{ l: 5150, r: 5, arr: [], sum: NaN }
{ l: 5151, r: 5, arr: [], sum: NaN }
{ l: 5152, r: 5, arr: [], sum: NaN }
{ l: 5153, r: 5, arr: [], sum: NaN }
{ l: 5154, r: 5, arr: [], sum: NaN }
{ l: 5155, r: 5, arr: [], sum: NaN }
{ l: 5156, r: 5, arr: [], sum: NaN }
{ l: 5157, r: 5, arr: [], sum: NaN }
{ l: 5158, r: 5, arr: [], sum: NaN }
{ l: 5159, r: 5, arr: [], sum: NaN }
{ l: 5160, r: 5, arr: [], sum: NaN }
{ l: 5161, r: 5, arr: [], sum: NaN }
{ l: 5162, r: 5, arr: [], sum: NaN }
{ l: 5163, r: 5, arr: [], sum: NaN }
{ l: 5164, r: 5, arr: [], sum: NaN }
{ l: 5165, r: 5, arr: [], sum: NaN }
{ l: 5166, r: 5, arr: [], sum: NaN }
{ l: 5167, r: 5, arr: [], sum: NaN }
{ l: 5168, r: 5, arr: [], sum: NaN }
{ l: 5169, r: 5, arr: [], sum: NaN }
{ l: 5170, r: 5, arr: [], sum: NaN }
{ l: 5171, r: 5, arr: [], sum: NaN }
{ l: 5172, r: 5, arr: [], sum: NaN }
{ l: 5173, r: 5, arr: [], sum: NaN }
{ l: 5174, r: 5, arr: [], sum: NaN }
{ l: 5175, r: 5, arr: [], sum: NaN }
{ l: 5176, r: 5, arr: [], sum: NaN }
{ l: 5177, r: 5, arr: [], sum: NaN }
{ l: 5178, r: 5, arr: [], sum: NaN }
{ l: 5179, r: 5, arr: [], sum: NaN }
{ l: 5180, r: 5, arr: [], sum: NaN }
{ l: 5181, r: 5, arr: [], sum: NaN }
{ l: 5182, r: 5, arr: [], sum: NaN }
{ l: 5183, r: 5, arr: [], sum: NaN }
{ l: 5184, r: 5, arr: [], sum: NaN }
{ l: 5185, r: 5, arr: [], sum: NaN }
{ l: 5186, r: 5, arr: [], sum: NaN }
{ l: 5187, r: 5, arr: [], sum: NaN }
{ l: 5188, r: 5, arr: [], sum: NaN }
{ l: 5189, r: 5, arr: [], sum: NaN }
{ l: 5190, r: 5, arr: [], sum: NaN }
{ l: 5191, r: 5, arr: [], sum: NaN }
{ l: 5192, r: 5, arr: [], sum: NaN }
{ l: 5193, r: 5, arr: [], sum: NaN }
{ l: 5194, r: 5, arr: [], sum: NaN }
{ l: 5195, r: 5, arr: [], sum: NaN }
{ l: 5196, r: 5, arr: [], sum: NaN }
{ l: 5197, r: 5, arr: [], sum: NaN }
{ l: 5198, r: 5, arr: [], sum: NaN }
{ l: 5199, r: 5, arr: [], sum: NaN }
{ l: 5200, r: 5, arr: [], sum: NaN }
{ l: 5201, r: 5, arr: [], sum: NaN }
{ l: 5202, r: 5, arr: [], sum: NaN }
{ l: 5203, r: 5, arr: [], sum: NaN }
{ l: 5204, r: 5, arr: [], sum: NaN }
{ l: 5205, r: 5, arr: [], sum: NaN }
{ l: 5206, r: 5, arr: [], sum: NaN }
{ l: 5207, r: 5, arr: [], sum: NaN }
{ l: 5208, r: 5, arr: [], sum: NaN }
{ l: 5209, r: 5, arr: [], sum: NaN }
{ l: 5210, r: 5, arr: [], sum: NaN }
{ l: 5211, r: 5, arr: [], sum: NaN }
{ l: 5212, r: 5, arr: [], sum: NaN }
{ l: 5213, r: 5, arr: [], sum: NaN }
{ l: 5214, r: 5, arr: [], sum: NaN }
{ l: 5215, r: 5, arr: [], sum: NaN }
{ l: 5216, r: 5, arr: [], sum: NaN }
{ l: 5217, r: 5, arr: [], sum: NaN }
{ l: 5218, r: 5, arr: [], sum: NaN }
{ l: 5219, r: 5, arr: [], sum: NaN }
{ l: 5220, r: 5, arr: [], sum: NaN }
{ l: 5221, r: 5, arr: [], sum: NaN }
{ l: 5222, r: 5, arr: [], sum: NaN }
{ l: 5223, r: 5, arr: [], sum: NaN }
